id	question	answer
604	 What are the ways to close the gap between teeth after removing the bottom milk teeth?	Hi. Yes, could be done in clinic after removal of mobile tooth assessment of available space and space management criterion and space maintainance methods implemented such as Maryland bridge. As your age is 30, I suggest you undergo orthodontic treatment sooner as bone elasticity for pressure tension decreases with age.
605	 I feel that there is water in my ear after cold exposure. Please help.	Hi. Do you have pain or decreased hearing? Did he rule out wax and outer ear infection? Could he see the ear drum?
606	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
607	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
608	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
609	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
610	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
611	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
612	 Can stopping Sizodon LS suddenly cause any problem?	Hi. As you are on Sizodon LS (Risperidone) for last four years and now alright. Stopping the drugs depends upon many factors like your diagnosis, family support, etc. It is true that if you are suffering from schizophrenia or related diseases, then it is advised that you continue the medicine for many years or possibly life long otherwise relapse (symptoms re-appear) can occur. So, continue your treatment according to the advise of your psychiatrist.
613	 Does sharp pain in lower left abdomen in pregnant woman mean labor?	Hi. How are you doing today? As you said most probably it is the beginning of labor pain. Usually cervix, the mouth of uterus is slightly to the left. Pain usually lasts for a few seconds only, but reappears. Do not worry. Minimal vaginal discharge with this pain indicates that cervix is gradually opening. To confirm about the pain, just feel the top of uterus, trying to indent your fingers. When no pain, you can feel the baby parts. When you get the pain, uterus contracts and becomes stony hard, you will not feel baby parts. Just having pain is not an emergency. Just note four points: 1. Movement- you should have atleast four movements after each meal. 2. Pain- if it is frequent and lasts longer. 3. Leak- you will feel thick water just wetting your clothes. Not minimal discharge. 4. Bleeding- obvious red colour. You will need medical help in all these situations. Do not panic, if this is your first pregnancy, it takes about 12 hours for baby to come out after true labor pain and 6 to 8 hours, if second. All the best.
